17339	4947	10
212	8879	20
103	5520	23
9235	2600	10
2947	9027	4
123	397	10
230	8504	1
151	993	12
14	1877	22
130	923	11
301	1223	47
12	8157	11
14	3277	40
36073	1461	12
682	8186	29
5274	292	0
257	4423	13
104	7487	4
492	5089	0
478	4993	18
537	919	30
57	6350	3
103	9871	33
37100	655	29
102	1144	25
263	3352	0
807	7049	18
107	4262	15
149	3628	8
19508	8140	10
107	8803	8
846	8861	10
937	273	23
3978	4410	20
12	5535	4
184	3198	31
105	1685	5
938	3646	28
131	1782	15
101	3837	9
105	8405	8
917	8162	15
1452	6429	1
860	6534	0
240	6083	1
265	2490	4
219	9141	15
2747	8420	2
5377	9670	10
104	6013	11
196	3920	8
29824	5693	7
626	213	4
4549	5928	0
32475	8901	2
2066	7054	14
10114	1605	1
26902	2257	2
153	8111	19
1606	9000	23
137	1060	9
101	6910	21
250	6771	14
123	6146	27
35085	5438	12
269	6869	23
28384	8880	18
1679	2368	9
122	4425	0
5608	9562	2
173	41	0
130	2520	16
153	7663	17
239	1472	11
14	6996	7
131	4432	13
125	3913	26
406	2398	37
105	3152	8
1868	6807	8
501	9809	5
103	8147	12
3438	288	6
22254	7727	7
1066	3920	3
8462	6004	30
332	3260	10
106	2217	16
105	4084	2
650	3821	5
178	8691	0
403	9636	21
30318	9625	12
130	803	36
1205	3629	24
10144	8400	6
140	7269	12
109	8427	6
4833	8077	20
952	777	17
1498	3340	2
11637	9486	10
717	5341	0
101	5515	33
7566	840	15
119	6007	24
101	7068	11
14919	7247	3
131	539	5
15622	626	0
457	1036	13
103	119	3
1087	5659	21
441	1728	10
103	1765	38
102	5086	27
12	4466	14
224	4678	6
12	3089	1
208	2266	3
671	3122	3
22895	6552	8
3428	9891	0
106	513	19
7714	2662	15
4643	4563	2
682	5589	28
14	9620	11
5057	2777	2
435	2444	8
572	9267	24
25826	9117	9
7844	3833	22
102	4817	11
12	9812	7
31212	260	5
104	5904	5
200	4258	7
1805	7783	7
4044	3238	14
13131	339	21
3044	9645	0
105	7067	4
31236	9782	16
4340	100	16
103	613	34
32963	4770	37
925	4767	15
113	7696	4
12	8766	15
12107	311	14
660	5231	8
17488	1686	0
21351	4469	1
290	6516	1
102	2298	16
954	1253	36
115	6422	10
1024	9577	5
243	3340	17
28	3725	4
530	7121	35
14	1180	18
21647	4766	0
2753	3511	12
110	6508	13
35125	1730	12
134	4825	20
1244	1828	4
12	4959	2
8132	9438	6
195	6226	28
1285	9269	15
19655	4485	24
139	6626	4
34162	2466	14
31309	4264	9
106	3047	22
105	4569	11
182	9269	1
10160	5273	17
462	8273	5
101	6577	7
229	8943	4
34695	3973	17
1566	4147	1
35809	8802	28
1015	6751	8
780	6501	6
418	3849	16
57	8044	27
107	2946	4
354	2628	4
102	8788	14
14	8149	23
103	2875	8
15788	765	0
273	9189	23
4	1927	12
9108	559	14
13304	166	5
651	8425	3
669	3572	11
128	8595	14
4078	226	26
1760	5686	9
18623	2075	0
145	3620	35
101	760	2
110	4584	22
1638	4218	3
103	2426	30
9785	4587	0
431	9666	43
153	7428	9
101	9078	13
3582	6432	3
2925	3305	4
14	2321	11
481	717	10
201	4069	12
165	1821	8
12	8603	17
434	4357	1
107	448	11
113	4287	1
5886	6754	10
190	3658	30
580	164	19
122	8074	31
1811	2720	3
14	113	24
14	5683	18
1016	1595	11
146	7255	10
101	5593	2
6811	8490	17
1761	2588	16
101	7928	7
11225	2370	10
33658	7994	19
106	7579	37
204	9320	5
284	709	1
27111	3693	15
202	7655	18
530	6574	12
30956	7336	1
12	855	25
12	4827	17
113	2384	11
104	6332	17
116	5079	26
114	7479	17
148	2300	1
1334	4680	15
14	8473	26
12377	2794	15
21470	4676	0
119	3990	22
12	4250	7
7165	6940	2
925	1950	22
12	1853	17
211	4924	30
108	7562	9
37115	5671	13
106	9382	7
101	1778	17
756	382	2
37662	860	15
1196	1082	6
103	415	10
362	2327	17
123	6735	12
6082	4063	1
156	807	18
124	9200	37
139	9155	3
14	7319	16
105	3512	1
109	6979	7
57	8486	0
22861	5172	0
487	7037	8
4286	4770	34
129	3720	32
18473	979	9
3513	3110	3
1797	5437	24
1888	3704	23
991	3055	11
2737	4890	1
116	377	14
3185	9857	2
2891	4360	30
31608	3675	19
101	8657	22
27141	2542	6
12	7411	22
101	3081	37
1909	4510	9
127	7021	15
104	8381	15
109	5128	10
29831	4138	17
9079	8669	23
6	8349	11
12	1979	7
210	8433	6
129	9375	5
508	3460	2
6960	644	13
180	1556	10
103	8159	13
101	5213	17
167	2942	3
809	3511	13
149	5707	16
12	9147	8
101	6155	45
102	380	14
6017	7013	14
12	565	7
10	3358	16
2340	2007	9
103	253	20
13330	4485	9
252	4789	14
102	829	24
22973	7776	14
2696	5526	13
10059	1229	5
164	7120	8
124	4649	7
6273	3504	24
5904	5393	7
21066	6991	7
12	854	13
1179	4305	25
3253	1097	8
775	9524	3
30598	7946	8
1804	6948	2
103	8785	7
560	926	31
7994	2555	15
947	3209	2
830	6237	6
128	9624	9
14	9262	33
9226	3032	5
231	3541	6
4135	3277	24
30356	2079	1
37322	4942	22
129	8598	7
101	8371	8
19520	6000	13
101	6773	22
103	6963	19
12	3319	12
16564	3925	4
345	8799	8
6359	9760	1
104	5916	4
1285	7645	12
12	9816	6
16	4994	2
105	891	30
114	795	12
101	7034	6
631	61	14
32162	8261	14
5005	5401	1
1111	4639	14
388	4413	2
8346	9272	40
7299	1039	21
313	9799	6
17972	1369	11
104	8849	23
12	2424	24
102	5815	2
12	9724	12
140	1995	16
244	9538	6
187	5576	5
189	2724	6
5547	9490	43
101	6459	16
116	8147	5
29250	857	9
17879	1774	0
101	6681	12
105	9661	5
2564	6440	13
2410	5593	1
18096	1829	0
31961	912	28
14	5541	32
8007	3867	6
1996	6402	32
14	7812	37
109	4011	3
12	7192	14
5642	6297	3
31812	1513	16
192	7017	7
12	8464	18
4632	5475	6
1784	2382	18
182	9273	0
243	9227	16
2679	4629	14
2628	5823	1
12917	7392	14
136	4169	9
473	7550	5
12	5277	1
2115	7887	7
29379	7323	7
678	3311	0
18787	2172	0
7937	1778	15
1797	7955	13
3090	8374	29
101	7165	4
103	2008	14
356	5969	13
27875	9997	0
118	3637	12
104	8279	3
330	6474	5
4782	7893	12
102	4698	8
4454	2196	0
2037	2770	5
27984	1176	16
1053	3161	30
110	6095	9
296	8487	2
30442	2632	40
367	6028	7
9	3329	14
130	2266	21
119	4312	21
57	6117	21
511	3374	19
107	2824	19
4677	6508	29
32850	4423	4
12	6078	9
106	6305	11
250	4402	16
1000	81	22
109	1961	14
104	5305	26
2933	5139	11
12	9725	24
31176	810	13
104	6579	1
183	7608	16
37655	9889	6
112	9377	8
144	5117	5
10036	5359	22
320	4213	30
843	9105	8
912	7522	8
12	2229	22
251	4250	12
719	7384	10
1948	7868	3
124	2467	8
692	5708	8
104	8113	25
102	5791	16
31366	3603	27
101	2426	22
12	4769	32
295	2839	38
9523	6730	8
666	3636	15
104	2647	25
748	8741	6
440	7814	8
102	2493	9
183	4025	20
12247	4425	18
14	9648	24
14	8054	6
395	1553	40
169	4156	0
112	8418	6
131	3642	29
9	6021	5
8509	1467	7
398	7585	11
1201	8010	0
11977	1202	21
199	206	44
1017	3279	19
239	9573	7
11	967	10
3893	1664	14
12	9554	8
30931	4593	17
703	6329	5
57	2890	0
20242	3204	1
441	3497	6
103	8276	25
4194	426	6
14	5428	9
7	7628	13
306	8538	11
12	7216	28
3455	596	37
14303	1074	3
12	4410	7
1171	1833	6
107	922	35
2182	5469	18
110	1643	19
105	1627	26
7228	1385	18
1272	7637	17
1556	9834	4
1768	4131	17
116	7833	9
16782	2921	6
171	3590	0
198	9273	2
5654	3776	21
1061	4641	13
7789	6492	27
104	597	20
193	5231	10
25808	2539	21
103	2847	27
2111	2037	36
14	9527	26
30255	7920	40
105	2320	23
14805	2616	20
103	6041	8
3753	9423	19
12	3297	39
475	7237	9
124	9732	20
385	9565	39
12	338	7
16684	4525	19
7308	448	1
147	7838	5
8138	4381	7
12	9214	20
102	313	18
32930	7633	1
31439	4489	16
104	723	2
151	9354	2
2	6824	29
105	275	14
103	796	2
138	4590	6
117	6134	9
279	6468	0
4275	3896	10
188	7502	16
359	4791	2
105	695	4
101	3316	22
108	5737	18
194	9629	23
151	7656	22
6926	6209	12
33633	1630	17
520	1598	10
429	5177	1
12	7608	14
111	6912	0
306	2685	19
23705	1685	10
1147	9026	0
3827	4449	1
1078	7370	2
103	9746	9
2841	6030	28
216	8051	15
101	3579	6
792	7306	20
479	5710	19
184	9266	6
318	4186	3
106	5260	18
106	8869	11
102	8285	17
28240	6251	32
37642	7808	33
573	1631	19
175	5034	12
1077	4161	3
31353	4248	11
115	9750	29
105	7322	13
466	4280	7
515	3059	14
1194	4638	4
13814	7366	8
3265	9854	22
106	6690	3
11185	2881	19
14	4625	19
105	5500	8
35856	1340	4
103	5782	24
103	1818	16
14	4776	40
265	2462	23
1432	3919	5
104	1749	16
104	7094	31
29743	2959	14
6939	4586	8
758	3538	2
33740	217	12
114	5981	12
883	496	8
176	133	2
6355	824	22
1245	1890	10
21956	105	4
134	9279	6
115	6781	11
134	2398	14
12	1079	31
155	7596	3
106	9159	21
108	419	10
104	70	33
1450	5529	27
118	5013	9
7680	9401	12
216	6623	19
765	8396	13
8921	3614	14
229	494	2
475	6789	15
111	8356	0
31956	7033	6
102	9557	7
57	2529	26
427	6750	8
12	8247	16
111	7241	0
15805	830	0
107	8674	5
158	4456	12
30243	4956	30
3365	3812	0
101	1529	11
3418	8122	15
191	1350	0
163	6003	27
4154	3102	32
210	8081	10
126	4139	22
1018	5293	2
29866	2881	10
18061	6561	1
509	4737	26
366	2146	7
122	3884	0
240	3046	3
15475	306	0
1168	866	9
103	4154	4
23659	7827	1
410	7194	23
103	83	16
5629	9453	1
1521	6256	17
7013	6026	18
12	8981	12
119	2608	4
111	7822	0
101	2165	6
415	226	32
120	5494	27
103	5557	16
103	1500	4
2827	4665	8
14	3410	5
102	209	27
5711	3749	25
36379	7322	9
330	3009	22
1489	3604	5
1778	4436	3
1753	5504	11
186	395	12
112	2625	13
1046	3204	28
112	352	8
984	7742	5
320	2393	30
1214	3956	9
86	8273	12
547	6432	7
19694	2851	5
344	7868	7
542	7039	16
4164	6648	30
923	8016	5
1421	5766	7
119	5620	16
352	3791	6
11581	6347	5
135	3053	7
12	798	4
128	2837	2
24862	6428	0
1935	4512	19
105	4116	5
86	4087	4
3963	9526	28
101	1311	6
103	5168	23
12	8401	29
2348	3106	6
302	7448	19
145	4211	27
5645	9721	5
6107	6968	11
150	6692	18
132	8117	7
114	2200	12
103	470	23
1395	7358	15
129	7382	18
5910	8897	4
187	3171	7
108	9989	10
2164	4837	22
368	5517	4
6693	2364	1
29155	2786	31
785	6153	2
384	5732	12
676	2125	12
104	7903	6
145	5144	7
2432	4613	1
14	7257	15
2403	5033	11
110	8642	3
286	3068	0
119	2549	1
284	7497	28
1467	5821	22
2955	2582	25
2896	3245	15
447	9502	0
12	1680	4
236	5725	15
412	791	27
865	2448	18
475	1793	25
1602	1260	1
8114	8736	15
103	9397	18
37176	6094	14
663	9221	0
2786	1162	12
27569	2598	1
232	926	0
101	1432	4
114	3189	6
101	3769	1
119	2866	1
268	9441	32
138	970	5
104	3632	4
173	393	0
136	9923	1
12	5595	12
32714	808	13
1999	5851	3
126	2791	20
113	1172	15
121	1743	12
32111	2691	10
2236	4324	2
1286	8157	27
1861	526	6
110	8168	3
657	8998	1
118	7963	1
9582	515	6
6624	7133	4
25178	2212	10
35127	7213	18
106	8097	22
1775	4657	13
118	5328	8
101	4244	8
4	5711	12
1212	6804	18
657	7969	13
323	8872	11
5234	3022	12
117	7167	3
2221	6918	15
2224	3121	17
4563	7243	3
3078	8303	32
2061	8354	2
14	2962	3
6251	7977	1
1895	5612	16
14	9971	11
756	795	7
101	2168	19
102	3376	24
177	4521	1
12	3705	17
119	7578	7
1614	8669	16
4304	196	16
1170	173	3
102	2843	6
2017	5173	4
138	1996	23
1521	9815	4
12	6937	7
109	622	19
5089	2123	13
699	5715	20
109	9675	2
14	7959	9
430	9693	8
1848	61	11
239	4586	17
123	9415	9
106	929	19
7454	6531	11
133	5722	10
26262	3363	6
461	6877	20
9526	8391	5
37070	5198	3
2928	1511	3
4385	1301	7
36505	6820	25
103	1202	27
1107	5791	2
21054	9941	3
107	8686	4
3718	7098	13
4610	9837	1
15505	9081	22
210	8404	1
113	4383	1
3670	9406	5
12	2929	7
12043	7980	10
114	4922	17
109	6558	45
3691	9979	7
120	8596	3
101	6109	8
841	9661	17
36726	4824	19
136	238	2
1267	1305	12
25343	292	12
117	1471	4
2386	9129	3
265	3026	20
28146	3183	6
126	3233	4
1274	9065	8
1915	6955	24
641	3934	24
7581	4966	8
18826	1586	25
139	5092	3
131	4472	31
2071	3384	8
101	7869	27
103	6898	28
121	2862	15
1424	7298	14
252	8725	12
11045	8374	22
3519	7895	23
1185	1071	8
1671	5603	8
788	2662	18
10367	1745	7
2137	4757	1
8174	8766	24
1125	7026	9
35528	4611	14
8323	1497	5
479	1131	4
130	1433	19
117	4093	11
6	1087	1
7266	1170	9
115	4567	13
12	9522	19
4298	1091	14
12	4891	10
17577	2791	11
131	2398	46
179	8808	15
2049	800	4
7848	3693	22
11048	1903	5
3514	7457	32
848	1324	22
850	5250	3
3927	7008	29
19418	2455	13
184	3968	2
2802	6239	2
3914	565	20
257	2870	1
125	89	20
131	5473	6
12	5102	13
209	1594	32
12678	763	2
6446	9334	20
140	4530	2
600	7204	16
1613	9141	40
12	9250	8
119	2761	2
152	3090	6
126	1558	12
320	7493	9
2136	4612	0
268	2242	16
7669	2489	21
118	7492	8
223	2653	20
106	119	28
36619	8301	3
2959	4590	14
2062	2399	2
144	7885	18
13068	8031	6
108	5912	6
35761	7842	5
103	7012	17
876	1361	3
17376	7183	28
236	7303	9
1350	3605	27
105	8000	3
443	9096	24
2067	1521	12
1031	1478	13
12116	7550	1
105	8684	21
101	1253	17
117	9624	43
101	5481	25
24240	2038	29
576	453	9
3538	7287	1
1609	4013	8
14110	6042	15
871	935	23
106	3024	15
105	5664	16
472	5185	8
5423	1641	1
5398	178	5
211	167	22
5132	202	11
106	6912	32
3562	3784	7
401	286	14
23359	728	13
1071	8044	19
12269	2310	4
105	9607	9
19266	7303	44
18542	3187	7
216	3941	11
106	1407	10
12	5862	27
171	3505	0
287	4901	12
104	7	8
