253	108	6	11.04
111	731	3	9.46
433	204	5	37.33
184	782	5	40.12
1995	104	5	20.75
102	2001	5	19.47
105	2238	4	15.74
791	1028	3	34.3
2981	491	3	39.47
187	2418	3	28.53
245	140	5	20.13
136	132	4	3.93
3137	104	4	19.26
2448	12	4	11.19
7451	154	3	38.57
153	130	12	37.44
199	2015	5	53.65
102	623	4	4.7
101	262	34	78.88
104	1439	3	6.79
109	487	4	10.58
344	14	7	3.9
182	151	6	21.24
101	439	18	40.91
277	105	7	7.21
109	155	23	57.51
497	14	9	12.81
2	232	3	6.19
141	339	9	55.85
148	1359	4	30.11
602	14	8	12.38
1844	2287	3	45.55
105	1997	3	9.39
2887	107	4	25.03
305	122	15	88.25
1843	12	7	24.95
7899	104	3	22.62
263	132	38	315.87
1695	107	4	19.53
106	1137	6	22.22
1011	104	7	23.38
852	109	5	20.68
1187	104	3	5.74
5637	6855	3	68.49
134	140	24	102.27
190	466	3	18.53
232	132	4	12.4
1786	154	3	23.59
1429	102	10	46.93
373	102	57	359.12
12	167	59	99.92
102	1641	3	7.07
6039	102	4	29.09
236	583	20	238.17
525	14	11	20.78
101	1149	5	8.08
1471	106	5	19.21
807	177	4	29.48
122	195	7	18.73
139	1809	3	21.82
181	476	3	17.56
4306	112	6	59.52
187	1031	3	22.85
103	388	5	4.88
273	174	12	87.95
1408	482	3	33.37
101	5129	4	19.42
57	178	35	154.86
821	102	10	34.16
350	203	3	18.03
113	512	3	8.35
1574	120	3	17.11
903	16	5	36.55
109	535	3	6.9
939	105	3	5.02
295	525	4	34.71
1699	114	5	32.09
1296	101	5	8.92
799	106	4	8.69
101	261	39	101.17
704	103	5	9.59
207	110	5	5.99
218	118	3	4.48
426	159	10	77.8
5008	112	3	23.05
1499	14	3	4.08
390	146	3	13.27
1912	101	3	4.77
141	287	4	16.67
102	2604	9	59.01
781	2057	3	38.66
448	112	28	199.59
169	108	63	304.22
682	14	5	4.92
1261	101	5	8.92
110	502	24	161.04
116	220	9	30.35
12	472	10	14.68
1014	393	3	30.1
103	1277	3	6.05
125	1066	5	31.61
1795	12	3	4.81
227	122	4	9.05
639	124	3	12.18
8	594	5	29.37
2176	104	3	9.54
155	438	3	15.25
106	456	12	39.45
798	270	10	113.13
2311	3041	4	69.51
102	1620	3	7.07
186	101	139	559.71
4378	14	3	12.45
1124	105	3	5.83
437	103	6	8.58
1322	121	3	16.26
1749	14	3	5.03
158	101	38	27.11
101	392	27	79.72
531	159	3	17.11
108	960	5	21.55
2	279	4	12.66
12	1447	5	11.13
168	272	3	13.08
101	2750	3	7.37
1639	102	3	7.07
103	141	19	4.97
535	353	3	25.72
102	1061	8	27.75
872	1035	3	34.9
1628	12	7	22.6
161	820	6	48.48
3144	2382	4	69.51
141	982	9	76.31
2972	12	5	19.23
132	136	59	355.01
101	1021	4	4.15
289	145	5	23.96
6318	104	3	18.17
247	107	4	4.38
2343	12	4	11.19
101	969	11	31.97
558	890	3	31.32
990	198	4	34
1353	14	5	10.48
133	2262	3	22.49
1980	14	4	10.07
101	4280	4	16.88
191	208	3	12.26
2463	105	3	10.46
987	112	7	38.82
3887	745	3	44.2
156	123	11	28.31
175	125	5	8.96
418	210	3	19.32
1	7	6	30.9
114	1182	5	27.96
892	14	8	17.79
101	3463	5	22.23
160	537	7	52.77
135	582	3	14.53
111	404	3	6.3
105	265	18	45.64
222	383	5	37.51
384	109	3	5.25
619	104	4	5.52
135	327	6	30.4
111	303	3	4.86
2720	132	4	35.37
115	517	40	373.82
103	3518	4	20.46
2222	12	3	6.05
12	2217	5	15.56
102	1367	4	9.93
1572	110	12	94.96
1013	103	4	8.61
126	760	6	36.12
233	106	29	96.49
464	151	5	30.16
446	118	3	9.51
375	105	7	11.43
161	458	3	16.36
194	252	3	14.11
1067	114	3	13
1586	108	3	12.62
146	192	18	104.34
101	4467	4	19.42
12	1700	3	4.47
125	1251	3	16.79
117	720	3	12.06
429	5626	3	44.67
294	180	3	14.55
3924	107	3	19.71
1078	124	10	77.71
458	2378	4	51.79
1560	104	3	7.43
57	700	10	58.64
1280	12	4	6.06
101	2397	4	10.59
286	12	87	511.69
4286	104	5	32.34
103	927	3	4.55
325	488	14	162.51
1291	102	4	9.55
112	481	3	7.3
1653	110	4	20.68
801	9	3	16.16
127	120	22	52.64
2694	105	3	11.09
1596	121	3	17.3
1378	101	11	41.82
568	133	3	14.11
118	567	6	30.31
101	665	11	23.24
551	110	3	7.26
1042	103	4	8.61
1141	14	4	5.72
118	1228	4	22.83
3659	101	3	9.07
106	2461	4	17.84
103	3417	3	13.04
1112	14	4	5.44
1779	101	5	12.29
787	101	9	18.41
1245	12	6	13.7
106	737	9	33.06
194	1431	3	25.36
7	182	3	6.48
101	5592	3	13.84
101	3628	5	22.23
209	445	5	38
7586	102	3	21.82
4350	152	3	30.05
156	136	6	14.72
102	1227	13	65.27
369	1681	7	91.45
167	1345	3	22.92
106	2128	4	17.02
12	2573	3	7.15
180	112	6	6.48
115	125	13	13.67
101	1827	5	12.29
367	476	6	59.43
105	6435	4	30.67
969	103	3	4.73
237	202	3	14.43
2785	101	3	7.37
757	121	3	12.82
681	101	8	12.48
118	144	10	17.72
101	854	8	16.01
109	837	4	14.47
574	101	6	4.97
101	1006	19	85.96
101	1058	11	33.97
139	572	3	14.92
414	110	3	5.8
192	384	8	63.13
102	2797	5	24.21
108	355	10	37.46
12	2123	5	15.56
101	2140	4	9.83
174	12	71	157.09
425	135	3	12.6
101	2344	3	6.14
12	1912	3	5.18
112	180	13	30.53
132	721	5	30.79
2722	107	4	25.03
3221	152	5	53.39
3086	104	4	19.26
511	102	6	9.09
1580	12	5	11.71
524	12	6	4.91
158	141	3	4.35
1358	104	11	55.85
109	130	35	73.66
113	105	99	112.84
429	1449	6	75.75
106	1119	4	11.11
103	168	45	102.08
759	14	7	11.73
146	873	5	35.31
126	487	4	17.29
7680	110	3	28.85
2512	229	3	31.97
488	129	3	11.91
515	112	3	7.72
12	139	148	374.33
103	1567	3	7.24
134	101	41	8.71
479	102	5	5.66
105	797	4	7.56
122	162	5	7.27
915	150	6	46.37
105	677	4	6.58
126	2847	3	22.57
3539	107	3	18.49
186	141	3	5.97
270	104	17	39.95
101	1259	7	17.21
101	1319	4	5.88
106	2789	3	12.76
625	107	3	7.1
111	705	4	14.65
341	12	9	7.12
5449	12	4	24.98
104	3003	3	12.27
184	664	3	19.97
1543	6	8	106.96
106	161	23	33.35
406	144	6	35.23
179	1904	3	25.92
2238	101	5	14.79
764	106	4	8.27
327	116	13	69.99
113	496	6	24.55
224	105	8	5.28
123	131	15	33.46
123	199	8	24.97
123	330	6	25.09
877	105	5	12.39
189	121	6	13.4
101	2958	3	7.37
141	269	7	35.25
102	4616	3	15.19
218	323	8	64.67
1824	12	3	4.81
329	815	30	473.85
1087	152	3	20.09
182	155	3	7.44
105	1693	3	8.13
1260	101	5	8.92
106	5923	4	32
358	1310	5	58.04
113	363	5	15.75
102	843	6	14.51
2017	104	3	9.04
359	508	5	47.83
1794	12	3	4.81
2663	12	3	7.15
162	135	4	7.57
3739	193	3	32.32
1398	12	8	25.1
3806	11	3	48.83
399	119	5	19.86
839	12	13	40.67
6254	102	4	29.09
315	1812	4	45.77
5064	102	5	36.36
12	463	9	11.34
313	403	4	33.18
116	313	45	373.69
122	359	5	19.94
433	159	5	31.86
1081	961	3	35.81
101	1390	4	6.24
718	14	6	8.15
898	206	3	23.68
3265	101	3	8.15
2814	14	4	13.41
111	1036	3	11.38
105	803	4	7.56
12	4976	5	31.23
1395	2828	6	102.51
323	108	3	4.09
1241	798	6	80.6
185	194	11	66.32
120	147	10	18.94
185	323	5	31.34
232	117	3	4.87
3507	102	6	37.95
102	948	5	11.31
2768	12	3	7.82
103	221	9	6.1
101	2775	3	7.37
1055	162	4	30.99
305	135	5	22.89
746	120	4	19.17
283	110	4	6.86
202	105	14	17.45
1125	105	4	9.91
117	370	4	13.37
140	116	22	64.37
101	542	6	4.6
1311	5311	4	75.01
101	423	9	8.78
471	525	3	27.16
4605	5373	3	61.76
1448	588	5	64.12
114	382	5	17.12
113	724	3	10.34
161	290	3	13.55
183	318	3	15.52
101	980	4	3.93
1192	12	4	5.74
101	876	16	57.23
108	353	5	12.06
105	1514	7	30.09
1840	165	3	24.74
101	1817	4	8
287	145	3	11.31
101	1645	9	33.49
1202	102	18	110.3
111	522	3	7.73
2096	12	3	5.59
2091	106	7	38.28
119	545	3	10.73
509	101	8	8.55
317	471	3	24.16
2134	120	3	19.42
107	326	3	3.91
128	1264	3	17.5
239	14	14	9.71
102	1205	6	18.71
1115	3745	3	45.35
352	110	6	17.65
191	177	3	9.62
2113	14	5	15.98
1150	114	3	13.51
1813	101	4	8
166	183	4	13.25
1565	104	3	7.43
896	136	3	17.44
103	3499	3	13.04
118	1206	3	15.29
147	434	3	14.03
243	102	70	341.3
105	495	6	10.82
105	546	8	20.16
150	276	5	23.94
101	619	7	8.15
101	723	10	20.82
139	327	6	31.44
105	1257	4	10.96
113	4182	4	33.17
4774	124	3	26.63
1321	102	3	5.82
3169	102	6	34.75
2240	102	3	8.8
2109	107	5	29.46
101	2475	5	15.83
251	129	3	7.37
12	7937	3	18.74
124	405	4	15
113	875	3	11.41
1012	103	4	8.61
210	1680	3	27.73
113	2370	4	26.45
874	125	3	14.57
1088	371	3	30.16
2020	14	3	5.82
101	848	6	8.47
715	728	3	31.7
889	259	3	25.93
12	3553	3	9.54
127	319	8	40.48
101	636	11	22.15
127	246	16	90.12
8	1445	14	149.45
102	219	65	273.71
446	162	3	16.21
234	149	13	79.4
684	104	12	44.31
446	109	5	14.47
57	601	12	71.27
959	102	9	32.05
179	160	5	17.63
1532	104	11	59.23
1244	12	6	13.14
103	894	3	4.37
101	2414	3	6.14
166	128	6	12.94
937	12	4	4.18
106	836	22	136.7
1914	102	3	7.86
103	1867	4	13.61
8236	587	3	51.09
209	107	5	5.02
131	425	3	12.15
105	458	4	4.12
4447	3389	4	80.46
1047	103	3	4.92
121	181	4	5.15
450	101	12	18.72
258	125	3	7.06
200	4800	3	35.85
105	259	6	3.91
131	216	5	16.42
105	309	15	39.57
122	699	10	67.39
307	14	16	25.77
135	572	3	14.4
922	14	4	4.22
1102	106	3	6.69
216	120	3	4.6
287	103	8	9.59
147	125	8	14.46
407	189	3	17.63
123	1837	3	18.41
107	180	8	8.57
107	228	21	80.19
102	1234	9	36.39
102	7456	3	21.82
226	207	3	14.17
2119	119	3	19.24
155	1073	14	147.27
154	1	3	12.17
6224	104	4	30.16
146	510	11	84.08
102	2832	4	16.99
105	1409	8	35.96
108	453	5	14.09
183	157	5	17.42
1071	106	6	21.15
142	144	4	5.87
12	3162	3	8.6
106	1214	3	7.17
723	14	5	5.33
136	577	3	14.89
106	1138	3	6.93
1292	214	5	49.47
103	333	5	3.9
2490	106	5	26.32
1058	542	18	281.25
113	335	5	14.97
1223	262	3	28.01
123	352	3	9
118	675	4	18.04
2241	104	3	9.54
5294	12	3	14.33
1322	104	3	6.5
109	156	25	66.51
497	12	9	12.17
6191	102	3	17.37
102	2215	4	14.24
117	436	3	9.2
6748	13	3	43.04
890	104	3	4.37
1726	12	15	93.71
177	122	14	48.6
656	102	5	8.09
101	1202	13	50.18
525	12	22	72.46
2367	109	5	32.57
172	147	3	5.67
105	648	25	139.5
642	277	3	24.74
165	225	3	10.85
104	4877	3	15.98
505	2189	4	51.71
302	148	3	11.9
12	101	590	46.59
101	4107	3	10.22
165	185	9	44.11
2618	5207	3	54.05
393	14	10	12.28
173	1131	5	42.61
107	733	4	12.79
120	105	81	114.37
106	324	7	11.37
406	125	4	15.8
5562	613	3	46.88
101	1607	5	10.98
104	244	11	14.07
101	7551	3	18.24
389	102	65	473.4
2985	104	4	19.26
993	104	3	4.9
101	336	46	182.65
2042	201	3	28.58
106	3764	4	24.43
344	12	32	103.56
586	124	3	11.76
443	154	4	22.5
117	140	7	7.22
102	2402	5	21.53
83	122	4	12.22
2732	12	3	7.82
129	490	16	120.44
765	106	3	4.85
136	195	17	93.14
1017	131	4	25.49
129	339	19	135.38
57	232	12	42.52
110	316	3	4.53
12	4954	3	12.19
130	564	5	27.06
472	838	3	30.12
3766	12	4	17.53
712	107	5	17.93
2	1378	3	17.55
205	104	12	11.41
105	845	6	16.63
423	12	7	5.11
1412	12	4	6.78
3521	14	3	9.79
12	2	136	201.17
4753	110	4	33.49
845	106	6	18.46
1885	105	4	14.35
107	664	6	23.1
102	1619	3	7.07
129	287	5	19.57
12	1448	5	11.13
590	14	5	3.88
113	210	7	15.68
12	5777	3	14.33
109	184	13	27.84
817	12	5	5.92
104	1186	6	19.63
101	393	34	119.91
1762	102	8	37.83
2280	104	6	28.89
4411	12	3	12.19
946	109	4	15.54
456	12	7	5.94
2	178	7	17.01
6479	104	3	18.17
182	374	3	16.56
715	12	7	10.87
101	310	21	39.91
2378	174	10	127.91
117	85	3	4.08
2414	12	3	6.57
106	1424	4	13
350	6463	3	43.55
57	279	7	21.86
162	105	29	45.97
153	151	5	12.33
2698	14	3	8.07
